input,amount,currency,amount_normalized,timeframe,timeframe_normalized_days,purpose
Can I save 10000 over the next ASAP for tuition?,10000,INR,10000.0,ASAP,7,tuition
"Gotta save 100,000 for bike ASAP.",100000,INR,100000.0,15 Oct 2025,0,bike
"Need 5,000 for trip by in 5 months.",5000,INR,5000.0,in 5 months,150,trip
Can I save ₹500 over the next 1 Jan 2026 for emergency fund?,500,INR,500.0,1 Jan 2026,65,emergency fund
Save Rs. 5000 for laptop in in 5 months.,5000,INR,5000.0,in 5 months,150,laptop
I need ₹5000 by next year to buy a laptop.,5000,INR,5000.0,next year,365,laptop
"Can I save 10,000 over the next next year for emergency fund?",10000,INR,10000.0,next year,365,emergency fund
"I need 2,500 by July 2026 to buy a phone.",2500,INR,2500.0,July 2026,246,phone
Planning to put 1200 towards my phone within over the next 3 months.,1200,INR,1200.0,over the next 3 months,90,phone
I need ₹10000 by 31 Dec 2025 to buy a trip.,10000,INR,10000.0,31 Dec 2025,64,trip
"I'm aiming to save 1,200 in in 5 months for smartphone.",1200,INR,1200.0,in 5 months,150,phone
Can I save $1200 over the next 1 Jan 2026 for laptop?,1200,USD,1200.0,1 Jan 2026,65,laptop
Want to set aside Rs. 1200 for car next by the end of December.,1200,INR,1200.0,by the end of December,,car
Planning to put ₹25000 towards my phone within by the end of December.,25000,INR,25000.0,by the end of December,,phone
Can I save 100k over the next ASAP for trip?,100000,INR,100000.0,ASAP,7,trip
Save five k for wedding in within 3 weeks.,5,INR,5.0,within 3 weeks,21,wedding
Planning to put Rs. 10000 towards my tuition within in 6 months.,10000,INR,10000.0,in 6 months,180,tuition
I need Rs. 1200 by 15 Oct 2025 to buy a tuition.,1200,INR,1200.0,15 Oct 2025,0,tuition
I'm aiming to save $1200 in 25-12-2025 for rent.,1200,USD,1200.0,25-12-2025,58,rent
Save ₹500 for emergency fund in over the next 3 months.,500,INR,500.0,over the next 3 months,90,emergency fund
I need 50k by by the end of December to buy a laptop.,50000,INR,50000.0,by the end of December,,laptop
Planning to put ₹25000 towards my medical within next year.,25000,INR,25000.0,next year,365,medical
Save 1200 for medical in ASAP.,1200,INR,1200.0,ASAP,7,medical
Need 50000 for wedding by by 15 Oct 2025.,50000,INR,50000.0,by 15 Oct 2025,,wedding
Can I save $500 over the next 31 Dec 2025 for laptop?,500,USD,500.0,31 Dec 2025,64,laptop
"Save 5,000 for laptop in Oct 15 2025.",5000,INR,5000.0,Oct 15 2025,0,laptop
Planning to put ₹500 towards my savings within within 3 weeks.,500,INR,500.0,within 3 weeks,21,savings
I'm aiming to save Rs. 5000 in in 6 months for phone.,5000,INR,5000.0,in 6 months,180,phone
Gotta save 1200 for groceries ASAP.,1200,INR,1200.0,July 2026,246,groceries
Planning to put 5k towards my tuition within next year.,5000,INR,5000.0,next year,365,tuition
Planning to put Rs. 5000 towards my medical within in 5 months.,5000,INR,5000.0,in 5 months,150,medical
Need 5k for medical by over the next 3 months.,5000,INR,5000.0,over the next 3 months,90,medical
Gotta save five k for deposit ASAP.,5,INR,5.0,by the end of December,,deposit
Can I save ₹10000 over the next 25-12-2025 for laptop?,10000,INR,10000.0,25-12-2025,58,laptop
Gotta save Rs. 10000 for tuition ASAP.,10000,INR,10000.0,in 6 months,180,tuition
Need $100000 for savings by Oct 15 2025.,100000,USD,100000.0,this summer,,savings
Need 10000 for savings by in 6 months.,10000,INR,10000.0,in 6 months,180,savings
Want to set aside 5k for car next 31 Dec 2025.,5000,INR,5000.0,31 Dec 2025,64,car
I need 10000 by July 2026 to buy a groceries.,10000,INR,10000.0,July 2026,246,groceries
Want to set aside 10000 for laptop next in 10 days.,10000,INR,10000.0,in 10 days,10,laptop
I'm aiming to save 50000 in by 15 Oct 2025 for vacation.,50000,INR,50000.0,by 15 Oct 2025,,vacation
Planning to put 50000 towards my tuition within within 3 weeks.,50000,INR,50000.0,within 3 weeks,21,tuition
Planning to put 2500 towards my tuition within over the next 3 months.,2500,INR,2500.0,over the next 3 months,90,tuition
Save $500 for rent in 1 Jan 2026.,500,USD,500.0,1 Jan 2026,65,rent
Planning to put ten thousand towards my wedding within next year.,10000,INR,10000.0,next year,365,wedding
Save twenty five thousand rupees for wedding in over the next 3 months.,25000,INR,25000.0,over the next 3 months,90,wedding
Want to set aside 10000 for deposit next within 2 weeks.,10000,INR,10000.0,within 2 weeks,14,deposit
I need 1200 by by 15 Oct 2025 to buy a phone.,1200,INR,1200.0,by 15 Oct 2025,,phone
Gotta save 25000 for phone ASAP.,25000,INR,25000.0,by 15 Oct 2025,,phone
"Save 50,000 for car in in 10 days.",50000,INR,50000.0,in 10 days,10,car
Gotta save Rs. 100000 for vacation ASAP.,100000,INR,100000.0,within 3 weeks,21,vacation
Planning to put 25k towards my groceries within in 10 days.,25000,INR,25000.0,in 10 days,10,groceries
Can I save Rs. 1200 over the next next year for trip?,1200,INR,1200.0,next year,365,trip
Need 2500 for wedding by 31 Dec 2025.,2500,INR,2500.0,31 Dec 2025,64,wedding
I need Rs. 5000 by 31 Dec 2025 to buy a trip.,5000,INR,5000.0,31 Dec 2025,64,trip
Gotta save 5000 for smartphone ASAP.,5000,INR,5000.0,25-12-2025,58,phone
Save ₹2500 for groceries in 25-12-2025.,2500,INR,2500.0,25-12-2025,58,groceries
"Want to set aside 50,000 for vacation next next year.",50000,INR,50000.0,next year,365,vacation
Planning to put $2500 towards my medical within 15 Oct 2025.,2500,USD,2500.0,15 Oct 2025,0,medical
Want to set aside 5000 for car next within 2 weeks.,5000,INR,5000.0,within 2 weeks,14,car
"Can I save 2,500 over the next in 5 months for wedding?",2500,INR,2500.0,in 5 months,150,wedding
"Can I save 50,000 over the next in 5 months for mobile?",50000,INR,50000.0,in 5 months,150,phone
Planning to put ₹5000 towards my savings within Oct 15 2025.,5000,INR,5000.0,Oct 15 2025,0,savings
Can I save Rs. 100000 over the next 25-12-2025 for car?,100000,INR,100000.0,25-12-2025,58,car
Gotta save Rs. 25000 for wedding ASAP.,25000,INR,25000.0,by the end of December,,wedding
Can I save 5000 over the next over the next 3 months for groceries?,5000,INR,5000.0,over the next 3 months,90,groceries
Planning to put 10k towards my trip within 31 Dec 2025.,10000,INR,10000.0,31 Dec 2025,64,trip
Want to set aside twenty five thousand rupees for trip next 25-12-2025.,25000,INR,25000.0,25-12-2025,58,trip
Can I save 25000 over the next 25-12-2025 for wedding?,25000,INR,25000.0,25-12-2025,58,wedding
"Need 2,500 for rent by within 2 weeks.",2500,INR,2500.0,within 2 weeks,14,rent
I need 25000 by 31 Dec 2025 to buy a tuition.,25000,INR,25000.0,31 Dec 2025,64,tuition
Save twenty five thousand rupees for car in Oct 15 2025.,25000,INR,25000.0,Oct 15 2025,0,car
I need 100000 by 1 Jan 2026 to buy a car.,100000,INR,100000.0,1 Jan 2026,65,car
"Need 25,000 for trip by 31 Dec 2025.",25000,INR,25000.0,by the end of December,,trip
"I need 2,500 by this summer to buy a deposit.",2500,INR,2500.0,this summer,,deposit
Gotta save 25000 for smartphone ASAP.,25000,INR,25000.0,in 6 months,180,phone
Need ₹25000 for gift by 1 Jan 2026.,25000,INR,25000.0,1 Jan 2026,65,gift
I need Rs. 100000 by 25-12-2025 to buy a phone.,100000,INR,100000.0,25-12-2025,58,phone
I'm aiming to save 1200 in this summer for mobile.,1200,INR,1200.0,this summer,,phone
Can I save $1200 over the next Oct 15 2025 for trip?,1200,USD,1200.0,Oct 15 2025,0,trip
"Gotta save 25,000 for deposit ASAP.",25000,INR,25000.0,within 2 weeks,14,deposit
Need $10000 for smartphone by 1 Jan 2026.,10000,USD,10000.0,1 Jan 2026,65,phone
Can I save $50000 over the next by 15 Oct 2025 for tuition?,50000,USD,50000.0,by 15 Oct 2025,,tuition
Planning to put Rs. 2500 towards my rent within 15 Oct 2025.,2500,INR,2500.0,15 Oct 2025,0,rent
Need Rs. 100000 for vacation by in 10 days.,100000,INR,100000.0,in 10 days,10,vacation
Planning to put 25k towards my wedding within by 15 Oct 2025.,25000,INR,25000.0,by 15 Oct 2025,,wedding
Can I save 100000 over the next within 2 weeks for gift?,100000,INR,100000.0,within 2 weeks,14,gift
Save $1200 for wedding in 25-12-2025.,1200,USD,1200.0,25-12-2025,58,wedding
I'm aiming to save $50000 in 25-12-2025 for medical.,50000,USD,50000.0,25-12-2025,58,medical
"I need 100,000 by over the next 3 months to buy a gift.",100000,INR,100000.0,over the next 3 months,90,gift
Planning to put ₹50000 towards my medical within by the end of December.,50000,INR,50000.0,by the end of December,,medical
Planning to put $100000 towards my medical within 1 Jan 2026.,100000,USD,100000.0,1 Jan 2026,65,medical
Planning to put ₹25000 towards my deposit within by the end of December.,25000,INR,25000.0,by the end of December,,deposit
Save ₹10000 for trip in 25-12-2025.,10000,INR,10000.0,25-12-2025,58,trip
Want to set aside $2500 for vacation next in 6 months.,2500,USD,2500.0,in 6 months,180,vacation
Gotta save ₹5000 for deposit ASAP.,5000,INR,5000.0,31 Dec 2025,64,deposit
Save Rs. 1200 for groceries in this summer.,1200,INR,1200.0,this summer,,groceries
"Want to set aside 50,000 for deposit next within 2 weeks.",50000,INR,50000.0,within 2 weeks,14,deposit
Planning to put 10000 towards my gift within in 10 days.,10000,INR,10000.0,in 10 days,10,gift
Planning to put 10000 towards my rent within by 15 Oct 2025.,10000,INR,10000.0,by 15 Oct 2025,,rent
I'm aiming to save ten thousand in 25-12-2025 for smartphone.,10000,INR,10000.0,25-12-2025,58,phone
I'm aiming to save Rs. 10000 in by the end of December for trip.,10000,INR,10000.0,by the end of December,,trip
I'm aiming to save five k in by 15 Oct 2025 for gift.,5,INR,5.0,by 15 Oct 2025,,gift
Save $2500 for car in this summer.,2500,USD,2500.0,this summer,,car
I need $500 by by the end of December to buy a smartphone.,500,USD,500.0,by the end of December,,phone
Need Rs. 50000 for bike by within 3 weeks.,50000,INR,50000.0,within 3 weeks,21,bike
"Planning to put 50,000 towards my smartphone within by the end of December.",50000,INR,50000.0,by the end of December,,phone
I'm aiming to save 5000 in 31 Dec 2025 for rent.,5000,INR,5000.0,31 Dec 2025,64,rent
Planning to put $50000 towards my smartphone within 1 Jan 2026.,50000,USD,50000.0,1 Jan 2026,65,phone
I'm aiming to save 1200 in within 3 weeks for deposit.,1200,INR,1200.0,within 3 weeks,21,deposit
Want to set aside Rs. 1200 for gift next next year.,1200,INR,1200.0,next year,365,gift
"Planning to put 100,000 towards my emergency fund within in 6 months.",100000,INR,100000.0,in 6 months,180,emergency fund
Planning to put twenty five thousand rupees towards my bike within within 2 weeks.,25000,INR,25000.0,within 2 weeks,14,bike
I'm aiming to save 100000 in by 15 Oct 2025 for laptop.,100000,INR,100000.0,by 15 Oct 2025,,laptop
I need Rs. 500 by next year to buy a medical.,500,INR,500.0,next year,365,medical
I need twenty five thousand rupees by by the end of December to buy a emergency fund.,25000,INR,25000.0,by the end of December,,emergency fund
Planning to put 50000 towards my savings within in 6 months.,50000,INR,50000.0,in 6 months,180,savings
I'm aiming to save $1200 in within 2 weeks for smartphone.,1200,USD,1200.0,within 2 weeks,14,phone
Save $10000 for trip in next year.,10000,USD,10000.0,next year,365,trip
I'm aiming to save Rs. 10000 in within 2 weeks for laptop.,10000,INR,10000.0,within 2 weeks,14,laptop
I need ₹5000 by 31 Dec 2025 to buy a rent.,5000,INR,5000.0,31 Dec 2025,64,rent
Can I save Rs. 1200 over the next July 2026 for trip?,1200,INR,1200.0,July 2026,246,trip
Can I save Rs. 5000 over the next July 2026 for deposit?,5000,INR,5000.0,July 2026,246,deposit
Save ₹5000 for deposit in in 6 months.,5000,INR,5000.0,in 6 months,180,deposit
Need 1200 for gift by in 10 days.,1200,INR,1200.0,in 10 days,10,gift
Need Rs. 10000 for phone by Oct 15 2025.,10000,INR,10000.0,next year,365,phone
I need 25000 by by the end of December to buy a emergency fund.,25000,INR,25000.0,by the end of December,,emergency fund
Can I save $1200 over the next 31 Dec 2025 for emergency fund?,1200,USD,1200.0,31 Dec 2025,64,emergency fund
"Want to set aside 5,000 for trip next ASAP.",5000,INR,5000.0,ASAP,7,trip
I'm aiming to save ₹50000 in July 2026 for emergency fund.,50000,INR,50000.0,July 2026,246,emergency fund
I'm aiming to save ₹5000 in 25-12-2025 for gift.,5000,INR,5000.0,25-12-2025,58,gift
Want to set aside 500 for medical next in 6 months.,500,INR,500.0,in 6 months,180,medical
Gotta save ₹100000 for rent ASAP.,100000,INR,100000.0,31 Dec 2025,64,rent
Want to set aside ₹5000 for medical next Oct 15 2025.,5000,INR,5000.0,Oct 15 2025,0,medical
Gotta save $500 for bike ASAP.,500,USD,500.0,July 2026,246,bike
Want to set aside 100000 for smartphone next in 5 months.,100000,INR,100000.0,in 5 months,150,phone
Gotta save ₹2500 for rent ASAP.,2500,INR,2500.0,in 6 months,180,rent
I'm aiming to save Rs. 25000 in in 10 days for smartphone.,25000,INR,25000.0,in 10 days,10,phone
Want to set aside Rs. 25000 for phone next next year.,25000,INR,25000.0,next year,365,phone
Save Rs. 500 for rent in 25-12-2025.,500,INR,500.0,25-12-2025,58,rent
Save 50000 for mobile in 25-12-2025.,50000,INR,50000.0,25-12-2025,58,phone
Can I save 1200 over the next 25-12-2025 for bike?,1200,INR,1200.0,25-12-2025,58,bike
Need Rs. 100000 for tuition by in 5 months.,100000,INR,100000.0,in 5 months,150,tuition
Need Rs. 25000 for laptop by by 15 Oct 2025.,25000,INR,25000.0,by 15 Oct 2025,,laptop
Gotta save Rs. 100000 for car ASAP.,100000,INR,100000.0,25-12-2025,58,car
Save ₹50000 for laptop in 1 Jan 2026.,50000,INR,50000.0,1 Jan 2026,65,laptop
Want to set aside 25000 for deposit next in 5 months.,25000,INR,25000.0,in 5 months,150,deposit
Need Rs. 5000 for trip by by 15 Oct 2025.,5000,INR,5000.0,by 15 Oct 2025,,trip
"Gotta save 1,200 for phone ASAP.",1200,INR,1200.0,by the end of December,,phone
Planning to put $50000 towards my smartphone within this summer.,50000,USD,50000.0,this summer,,phone
"I need 1,200 by 15 Oct 2025 to buy a emergency fund.",1200,INR,1200.0,15 Oct 2025,0,emergency fund
Save 2500 for car in by 15 Oct 2025.,2500,INR,2500.0,by 15 Oct 2025,,car
Want to set aside ₹5000 for savings next next year.,5000,INR,5000.0,next year,365,savings
Can I save ₹25000 over the next in 10 days for gift?,25000,INR,25000.0,in 10 days,10,gift
I need Rs. 25000 by ASAP to buy a rent.,25000,INR,25000.0,ASAP,7,rent
I need Rs. 100000 by within 2 weeks to buy a bike.,100000,INR,100000.0,within 2 weeks,14,bike
Need Rs. 100000 for rent by over the next 3 months.,100000,INR,100000.0,over the next 3 months,90,rent
Gotta save $1200 for trip ASAP.,1200,USD,1200.0,ASAP,7,trip
I'm aiming to save 10k in next year for laptop.,10000,INR,10000.0,next year,365,laptop
Want to set aside 50k for smartphone next 1 Jan 2026.,50000,INR,50000.0,1 Jan 2026,65,phone
Save Rs. 10000 for smartphone in 15 Oct 2025.,10000,INR,10000.0,15 Oct 2025,0,phone
Gotta save 5000 for groceries ASAP.,5000,INR,5000.0,1 Jan 2026,65,groceries
Gotta save 25k for smartphone ASAP.,25000,INR,25000.0,July 2026,246,phone
"I need 5,000 by in 5 months to buy a bike.",5000,INR,5000.0,in 5 months,150,bike
Planning to put 10k towards my emergency fund within this summer.,10000,INR,10000.0,this summer,,emergency fund
Save ₹50000 for vacation in this summer.,50000,INR,50000.0,this summer,,vacation
"Can I save 2,500 over the next Oct 15 2025 for medical?",2500,INR,2500.0,Oct 15 2025,0,medical
Want to set aside Rs. 5000 for deposit next 1 Jan 2026.,5000,INR,5000.0,1 Jan 2026,65,deposit
Planning to put Rs. 50000 towards my phone within in 5 months.,50000,INR,50000.0,in 5 months,150,phone
Want to set aside Rs. 2500 for tuition next in 6 months.,2500,INR,2500.0,in 6 months,180,tuition
Want to set aside 500 for laptop next within 2 weeks.,500,INR,500.0,within 2 weeks,14,laptop
Planning to put 5k towards my car within by the end of December.,5000,INR,5000.0,by the end of December,,car
I'm aiming to save $2500 in 25-12-2025 for vacation.,2500,USD,2500.0,25-12-2025,58,vacation
Need ten thousand for savings by July 2026.,10000,INR,10000.0,ASAP,7,savings
Can I save $25000 over the next in 5 months for rent?,25000,USD,25000.0,in 5 months,150,rent
Planning to put Rs. 100000 towards my emergency fund within 15 Oct 2025.,100000,INR,100000.0,15 Oct 2025,0,emergency fund
Save $500 for phone in by 15 Oct 2025.,500,USD,500.0,by 15 Oct 2025,,phone
Planning to put Rs. 5000 towards my vacation within by 15 Oct 2025.,5000,INR,5000.0,by 15 Oct 2025,,vacation
Planning to put 2500 towards my mobile within in 6 months.,2500,INR,2500.0,in 6 months,180,phone
I need $50000 by over the next 3 months to buy a smartphone.,50000,USD,50000.0,over the next 3 months,90,phone
"Planning to put 100,000 towards my savings within 15 Oct 2025.",100000,INR,100000.0,15 Oct 2025,0,savings
Can I save 100k over the next by the end of December for savings?,100000,INR,100000.0,by the end of December,,savings
Need Rs. 10000 for wedding by within 2 weeks.,10000,INR,10000.0,within 2 weeks,14,wedding
Can I save 5000 over the next 1 Jan 2026 for deposit?,5000,INR,5000.0,1 Jan 2026,65,deposit
