input,amount,currency,amount_normalized,purpose_canonical,timeframe,target_compact
I need £500 by within 3 weeks to buy a bike.,500,GBP,500.0,bike,within 3 weeks,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:bike;timeframe:within 3 weeks
"Save 1,50,000 for travel in within 3 weeks.",150000,INR,150000.0,travel,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:within 3 weeks
Planning to put 150k towards my deposit within within 3 weeks.,150000,INR,150000.0,deposit,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:deposit;timeframe:within 3 weeks
"Gotta save $2,000 for gaming pc ASAP.",2000,USD,2000.0,gaming_pc,by next Christmas,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gaming_pc;timeframe:by next Christmas
Im aiming to save $150k in by Diwali for pc.,150000,USD,150000.0,gaming_pc,by Diwali,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:by Diwali
Save 150k dollars for tuition in next year.,150000,INR,150000.0,tuition,next year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:tuition;timeframe:next year
Planning to put £500 towards my tuition within by 15 Oct 2025.,500,GBP,500.0,tuition,by 15 Oct 2025,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:tuition;timeframe:by 15 Oct 2025
"Im aiming to save ₹25,000 in by next Christmas for gaming pc.",25000,INR,25000.0,gaming_pc,by next Christmas,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:gaming_pc;timeframe:by next Christmas
Save Rs. 10k for car in before Eid.,10000,INR,10000.0,car,before Eid,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:car;timeframe:before Eid
Save one hundred fifty thousand for gaming rig in by New Year.,150000,INR,150000.0,gaming_pc,by New Year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:by New Year
Gotta save 2000 USD for gaming pc ASAP.,2000,USD,2000.0,gaming_pc,within 3 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gaming_pc;timeframe:within 3 weeks
Need $150k for phone by next year.,150000,USD,150000.0,phone,next year,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:phone;timeframe:next year
Want to set aside £500 for smartphone next this summer.,500,GBP,500.0,phone,this summer,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:phone;timeframe:this summer
"I need 1,50,000 by in 6 months to buy a mobile.",150000,INR,150000.0,phone,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:in 6 months
Gotta save one fifty thousand for medical ASAP.,51000,INR,51000.0,medical,within 2 weeks,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:medical;timeframe:within 2 weeks
Want to set aside 150k for mobile next within 3 weeks.,150000,INR,150000.0,phone,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:within 3 weeks
Gotta save £500 for mobile ASAP.,500,GBP,500.0,phone,within 2 weeks,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:phone;timeframe:within 2 weeks
"I need $2,000 by by next Christmas to buy a phone.",2000,USD,2000.0,phone,by next Christmas,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:phone;timeframe:by next Christmas
Planning to put one fifty thousand towards my phone within this summer.,51000,INR,51000.0,phone,this summer,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:phone;timeframe:this summer
"Need 1,50,000 for groceries by before Eid.",150000,INR,150000.0,groceries,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:groceries;timeframe:before Eid
Want to set aside £500 for bike next this summer.,500,GBP,500.0,bike,this summer,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:bike;timeframe:this summer
I need 2000 USD by within 3 weeks to buy a gift.,2000,USD,2000.0,gift,within 3 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gift;timeframe:within 3 weeks
Save fifteen thousand for wedding in before Eid.,15000,INR,15000.0,wedding,before Eid,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:wedding;timeframe:before Eid
Planning to put 150k towards my laptop within by Diwali.,150000,INR,150000.0,laptop,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:laptop;timeframe:by Diwali
I need fifteen thousand by next year to buy a trip.,15000,INR,15000.0,travel,next year,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:travel;timeframe:next year
Planning to put one fifty thousand towards my bike within this summer.,51000,INR,51000.0,bike,this summer,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:bike;timeframe:this summer
I need one hundred fifty thousand by before Eid to buy a vacation.,150000,INR,150000.0,travel,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:before Eid
Can I save €3000 over the next by 15 Oct 2025 for bike,3000,EUR,3000.0,bike,by 15 Oct 2025,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:bike;timeframe:by 15 Oct 2025
Can I save Rs. 10k over the next within 2 weeks for groceries,10000,INR,10000.0,groceries,within 2 weeks,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:groceries;timeframe:within 2 weeks
Need 150k for gift by by Diwali.,150000,INR,150000.0,gift,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gift;timeframe:by Diwali
Planning to put one fifty thousand towards my groceries within in 5 months.,51000,INR,51000.0,groceries,in 5 months,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:groceries;timeframe:in 5 months
Gotta save $150k for travel ASAP.,150000,USD,150000.0,travel,within 2 weeks,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:travel;timeframe:within 2 weeks
"Planning to put ₹25,000 towards my gaming pc within in 6 months.",25000,INR,25000.0,gaming_pc,in 6 months,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:gaming_pc;timeframe:in 6 months
Can I save one fifty thousand over the next within 2 weeks for laptop,51000,INR,51000.0,laptop,within 2 weeks,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:laptop;timeframe:within 2 weeks
Can I save 2000 USD over the next by next Christmas for medical,2000,USD,2000.0,medical,by next Christmas,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:medical;timeframe:by next Christmas
I need €3000 by before Eid to buy a groceries.,3000,EUR,3000.0,groceries,before Eid,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:groceries;timeframe:before Eid
Save 150k for phone in in 5 months.,150000,INR,150000.0,phone,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:in 5 months
Planning to put ₹150k towards my groceries within before Eid.,150000,INR,150000.0,groceries,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:groceries;timeframe:before Eid
Planning to put 150k dollars towards my medical within within 2 weeks.,150000,INR,150000.0,medical,within 2 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:medical;timeframe:within 2 weeks
Gotta save 1.5 lakh for gaming pc ASAP.,150000,INR,150000.0,gaming_pc,this summer,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:this summer
Im aiming to save Rs. 10k in in 5 months for laptop.,10000,INR,10000.0,laptop,in 5 months,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:laptop;timeframe:in 5 months
I need ₹150k by by New Year to buy a smartphone.,150000,INR,150000.0,phone,by New Year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:by New Year
Can I save ₹150k over the next within 2 weeks for deposit,150000,INR,150000.0,deposit,within 2 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:deposit;timeframe:within 2 weeks
Save 150k dollars for gaming rig in this summer.,150000,INR,150000.0,gaming_pc,this summer,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:this summer
"Im aiming to save ₹25,000 in in 5 months for car.",25000,INR,25000.0,car,in 5 months,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:car;timeframe:in 5 months
I need 150k dollars by before Eid to buy a emergency fund.,150000,INR,150000.0,emergency_fund,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:emergency_fund;timeframe:before Eid
Need Rs. 10k for phone by in 5 months.,10000,INR,10000.0,phone,in 5 months,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:phone;timeframe:in 5 months
Planning to put 2000 USD towards my laptop within by New Year.,2000,USD,2000.0,laptop,by New Year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:laptop;timeframe:by New Year
I need one hundred fifty thousand by by Diwali to buy a wedding.,150000,INR,150000.0,wedding,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:wedding;timeframe:by Diwali
I need 150k dollars by in 6 months to buy a tuition.,150000,INR,150000.0,tuition,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:tuition;timeframe:in 6 months
"Save $2,000 for tuition in by Diwali.",2000,USD,2000.0,tuition,by Diwali,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:tuition;timeframe:by Diwali
I need fifteen thousand by this summer to buy a groceries.,15000,INR,15000.0,groceries,this summer,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:groceries;timeframe:this summer
Im aiming to save 150k in in 5 months for smartphone.,150000,INR,150000.0,phone,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:in 5 months
Want to set aside £500 for emergency fund next within 3 weeks.,500,GBP,500.0,emergency_fund,within 3 weeks,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:emergency_fund;timeframe:within 3 weeks
Need 2000 USD for medical by within 3 weeks.,2000,USD,2000.0,medical,within 3 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:medical;timeframe:within 3 weeks
Can I save Rs. 10k over the next next year for groceries,10000,INR,10000.0,groceries,next year,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:groceries;timeframe:next year
I need fifteen thousand by this summer to buy a gaming rig.,15000,INR,15000.0,gaming_pc,this summer,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:gaming_pc;timeframe:this summer
"Save $2,000 for gift in within 3 weeks.",2000,USD,2000.0,gift,within 3 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gift;timeframe:within 3 weeks
Planning to put one fifty thousand towards my smartphone within before Eid.,51000,INR,51000.0,phone,before Eid,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:phone;timeframe:before Eid
Save one fifty thousand for deposit in next year.,51000,INR,51000.0,deposit,next year,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:deposit;timeframe:next year
"Want to set aside $2,000 for wedding next by Diwali.",2000,USD,2000.0,wedding,by Diwali,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:wedding;timeframe:by Diwali
Save $150k for gaming rig in in 6 months.,150000,USD,150000.0,gaming_pc,in 6 months,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:in 6 months
I need 150k dollars by within 2 weeks to buy a car.,150000,INR,150000.0,car,within 2 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:car;timeframe:within 2 weeks
Can I save one hundred fifty thousand over the next by Diwali for rent,150000,INR,150000.0,rent,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:rent;timeframe:by Diwali
"Planning to put 1,50,000 towards my gift within within 3 weeks.",150000,INR,150000.0,gift,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gift;timeframe:within 3 weeks
Im aiming to save 150k in by New Year for mobile.,150000,INR,150000.0,phone,by New Year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:by New Year
Planning to put Rs. 10k towards my vacation within by 15 Oct 2025.,10000,INR,10000.0,travel,by 15 Oct 2025,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:travel;timeframe:by 15 Oct 2025
"Can I save ₹25,000 over the next by next Christmas for laptop",25000,INR,25000.0,laptop,by next Christmas,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:laptop;timeframe:by next Christmas
Want to set aside Rs. 10k for gift next within 2 weeks.,10000,INR,10000.0,gift,within 2 weeks,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:gift;timeframe:within 2 weeks
"Need 1,50,000 for trip by within 2 weeks.",150000,INR,150000.0,travel,within 2 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:within 2 weeks
"Want to set aside 1,50,000 for deposit next this summer.",150000,INR,150000.0,deposit,this summer,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:deposit;timeframe:this summer
Im aiming to save one hundred fifty thousand in by New Year for trip.,150000,INR,150000.0,travel,by New Year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:by New Year
Gotta save £500 for wedding ASAP.,500,GBP,500.0,wedding,by next Christmas,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:wedding;timeframe:by next Christmas
"Im aiming to save $2,000 in by Diwali for pc.",2000,USD,2000.0,gaming_pc,by Diwali,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gaming_pc;timeframe:by Diwali
Want to set aside ₹150k for car next by New Year.,150000,INR,150000.0,car,by New Year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:car;timeframe:by New Year
I need €3000 by in 5 months to buy a smartphone.,3000,EUR,3000.0,phone,in 5 months,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:phone;timeframe:in 5 months
I need 2000 USD by within 3 weeks to buy a wedding.,2000,USD,2000.0,wedding,within 3 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:wedding;timeframe:within 3 weeks
Planning to put ₹150k towards my vacation within in 5 months.,150000,INR,150000.0,travel,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:in 5 months
Planning to put £500 towards my pc within within 2 weeks.,500,GBP,500.0,gaming_pc,within 2 weeks,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:gaming_pc;timeframe:within 2 weeks
"Need $2,000 for trip by within 2 weeks.",2000,USD,2000.0,travel,within 2 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:travel;timeframe:within 2 weeks
